Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
structure_vention,"0,68508","0,51499","-0,58331",0,0,0,"10,179","0,092649","1,2619E-05","-0,00019211","0,16229","-5,2257E-05","0,088828",0,0,0,0,0,0,package://vention/meshes/structure_vention.STL,"0,33725","0,52941","0,75686",1,0,0,0,0,0,0,package://vention/meshes/structure_vention.STL,,VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-28;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-27;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0135.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-26;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-25;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-24;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-23;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-22;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-21;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-20;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-19;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-GP-001-0005.STEP-4;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-GP-001-0005.STEP-3;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-18;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-GP-001-0005.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-GP-001-0005.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0225.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-17;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-16;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-15;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-14;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-GP-004-0001.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-GP-004-0001.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/HW-EC-002-0001__2.STEP-4;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/HW-EC-002-0001__2.STEP-3;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-13;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-12;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-11;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-10;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-002-0135.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0495.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0405.STEP-3;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-9;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-8;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/imported-PANEL-9925D8277966_318218.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0005.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0005.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0225.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0495.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0270.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0270.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0405.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0405.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0315.STEP-4;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0315.STEP-3;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0315.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-001-0315.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-7;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-6;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-5;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-4;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-3;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-HP-003-0001.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/HW-EC-002-0001__2.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/HW-EC-002-0001__2.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-002-0675.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-002-0675.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-RB-009-0001.STEP-4;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-RB-009-0001.STEP-3;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-RB-009-0001.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-RB-009-0001.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-002-0495.STEP-2;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-EXT-002-0495.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/0-2.STEP-1;VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/0-1.STEP-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
plate_arm,"1,9231E-09","0,0056003","3,6942E-09",0,0,0,"0,44151","0,0021724","7,5078E-13","-9,242E-07","0,0043355","1,3802E-12","0,0021724",0,0,0,0,0,0,package://vention/meshes/plate_arm.STL,"0,33725","0,52941","0,75686",1,0,0,0,0,0,0,package://vention/meshes/plate_arm.STL,,VentionAssembly_218406_v20.9.6.1.9.40.3.STEP-1/ST-RB-017-0001.STEP-1,Origin_joint_vention,,joint_vention,fixed,"-0,138","0,0093652","0,40569","1,5708","0,00060234","-1,5708",structure_vention,0,0,0,,,,,,,,,,,,
